num,filename,date,lat,lon,height,Omega,Kappa,Phi1,Phi2
1,01_0001.JPG,2018-09-17T12:44:21,29.76096029,115.9747973,405.76,2.251724,-0.27502,163.877389,178.527919
2,01_0002.JPG,2018-09-17T12:44:24,29.7602441,115.9748087,406.5,2.102755,1.747521,164.605045,-179.914477
3,01_0003.JPG,2018-09-17T12:44:28,29.75953363,115.9747973,405.69,2.022541,1.63293,167.315135,179.948855
4,01_0004.JPG,2018-09-17T12:44:31,29.75882316,115.9747858,405.91,0.211994,2.687172,167.727665,179.564973
5,01_0005.JPG,2018-09-17T12:44:35,29.75810696,115.9747858,406.47,-0.802141,0.905273,164.662341,178.906072
6,01_0006.JPG,2018-09-17T12:44:38,29.7573965,115.9748431,405.11,3.351803,1.094349,166.455699,179.381626
7,01_0007.JPG,2018-09-17T12:44:42,29.75668603,115.9747858,406.11,2.761657,-0.297938,173.846854,-177.273142
8,01_0008.JPG,2018-09-17T12:44:45,29.75596983,115.9747744,406.07,-1.094349,-1.094349,171.503457,178.350302
9,01_0009.JPG,2018-09-17T12:44:49,29.75525363,115.9748431,406.47,3.781521,0.057296,166.020251,177.857559
10,01_0010.JPG,2018-09-17T12:44:52,29.75454317,115.9748087,405.84,4.669606,1.019865,175.044336,-176.768939
11,01_0011.JPG,2018-09-17T12:44:55,29.7538327,115.97474,405.75,-1.35791,1.575634,169.02255,-178.023717
12,01_0012.JPG,2018-09-17T12:44:59,29.7531165,115.9747858,405.5,3.030947,2.223076,164.524831,176.665807
13,01_0013.JPG,2018-09-17T12:45:02,29.75240603,115.9748431,406.08,7.116136,1.317803,169.618426,179.799886
14,01_0014.JPG,2018-09-17T12:45:05,29.75169557,115.9747858,406.14,-0.160428,2.566851,170.134088,-177.410652
15,01_0015.JPG,2018-09-17T12:45:09,29.7509851,115.97474,405.37,0.779223,1.621471,167.819338,179.925936
16,01_0016.JPG,2018-09-17T12:45:12,29.7502689,115.9747973,405.94,2.561121,3.019488,165.040493,177.553891
17,01_0017.JPG,2018-09-17T12:45:16,29.74955843,115.9748202,406.26,5.752496,1.776169,169.01682,-179.685294
18,01_0018.JPG,2018-09-17T12:45:19,29.74884797,115.9747744,406.01,0.423989,3.512231,170.111169,-177.760156
19,01_0019.JPG,2018-09-17T12:45:23,29.74813177,115.9747744,405.9,0.063025,2.429341,171.222707,179.456111
20,01_0020.JPG,2018-09-17T12:45:26,29.74741557,115.9747973,405.51,3.162727,2.503826,166.501535,178.350302
